,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-1,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-1,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-1,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-1,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-1,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-1,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-1,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-1,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-1,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-1,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-1,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-1,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
5.014274117/422.2070658,2.4402448,1.8802761,3.7735349,4.4681118,2.7952533,3.2926123,2.5065155,2.6249837,1.9679754,5.161892,2.7093461,8.5024653,1.8284205,4.9878552,5.1016524,2.968613,3.2677602,4.7532734,5.7776735,3.857724,6.5527893,5.4613648,5.93983,5.8668029,1.4773913,2.3273815,1.6703375,2.1932284,4.7130329,1.3708969,2.2015196,4.9514488,1.8629961,4.2169829,7.0533384,5.226978,2.1996172,2.9480236,1.6611296,4.2402694,1.8759453,7.5068562,2.3857501,2.4133165,2.3636836,4.7206335,1.4964566,6.0873743,0.2850594,0.3267787,0.3206668,0.2595988,0.2596127,0.3159306,0.570934,0.266921,0.2583706,0.3227809,0.7685707,0.2731054,0.2896481,0.302773,0.3460356,0.2691549,0.3122769,0.3157564,0.3239055,0.6830425,0.5661092,0.3179272,0.3631439,0.6066307,2.178574,1.6351595,1.1605451,1.9185466,3.9723367,3.2547064,3.3921761,2.424092,3.8460927,3.9375132,5.1125757,9.7334208,3.4226982,4.8139839,4.7113239,8.8062512,2.9267893,2.9451027,6.4738272,6.7452887,4.6556235,6.0100619,7.6558453,7.0116593
1.305718289/630.1400958,3.4173591,3.3945308,3.7168997,6.4401465,3.0865563,3.4590587,3.229293,3.5992977,3.6642243,3.8850202,3.8826672,6.693784,4.714845,4.6003825,4.4017533,3.1623699,2.9949317,4.8402194,2.821971,6.02079,7.0938016,1.4038649,4.2020803,5.7618505,2.8541652,5.8783205,3.8030503,1.8756461,3.4398919,7.8496241,2.7012531,4.9209605,3.3188225,4.6585009,3.7895345,4.0860552,3.9964071,8.5789836,3.5024689,2.656884,3.0450053,3.5586753,7.8517421,7.3910592,4.6382582,3.5949814,9.850741,2.9335999,0.2850044,0.3267156,0.3206048,0.2595487,0.9909385,2.5094283,1.7172846,0.8524974,0.5811262,2.3085411,1.2128705,0.2730526,0.6963275,2.4935813,2.1918748,0.8222161,0.3122166,2.4366708,3.081023,0.3512497,1.6974545,1.615134,1.1301798,0.2678893,3.5175492,4.7081678,2.8218847,2.8278611,3.6223517,2.0761574,3.1654732,1.4197916,3.7512499,2.9080573,3.4501573,6.2074411,6.2026912,2.0673777,3.0492372,6.2863879,3.1915309,4.7802955,2.9601165,3.8081074,4.4478956,3.9339819,4.6887358,4.0856055
0.992035433/846.4448834,3.4473553,4.0266506,3.9131942,4.1625783,2.8821061,2.4670699,3.0147532,2.606491,2.1427197,3.2709992,3.9829715,4.0362197,2.139757,1.9457938,2.8810318,3.6570449,2.3860123,2.8962073,4.7339342,3.2988532,1.8966359,4.0716524,4.4731903,3.9840747,3.7588045,3.9059219,4.002139,1.9021469,1.670375,2.4993389,2.9413009,3.0274508,2.3361651,2.9214002,2.3021209,2.1679397,2.2694853,3.0282442,3.412065,2.8203037,2.4730229,1.9281421,2.7545344,3.7324436,1.5963269,2.2521276,2.8835519,2.0762143,0.8765636,1.0048512,0.9860569,0.7982716,0.7983142,0.9714929,1.0000778,0.8207874,0.794495,0.9925577,0.9499069,0.8398046,0.8906739,0.9310331,1.0640665,0.8276567,0.9602579,0.9709573,0.9960159,1.0803086,0.9136051,0.9776327,1.116675,0.8239242,3.1674739,2.8410814,3.4760507,2.3331404,2.189389,3.3422084,2.7280774,2.8794457,2.2011104,3.2677022,2.3874233,3.9730831,2.4194419,3.3359444,3.3423751,3.6728181,2.073569,2.9446501,3.4746177,4.4666099,1.9120076,2.6419894,2.6656801,4.6675685
4.430034171/592.1146999,1.153576,1.4397007,2.1732742,0.6809191,2.5783341,2.0651342,3.6212324,2.1985804,1.9273942,4.2782801,2.6850906,2.8389071,2.0747383,4.9303779,4.6796003,3.2561411,3.88105,5.6128164,5.1924972,3.5112843,1.6680813,5.494781,4.9137708,3.8526989,0.9578417,1.9285608,1.6632766,0.7291618,2.5565122,3.8327635,2.4911352,2.4102954,1.6904396,4.1873991,3.1927527,2.4646973,3.3957406,4.4449315,4.430643,1.3646215,3.3937084,3.7026384,4.7457712,3.9358796,4.0403629,3.8642586,2.5421166,3.8365396,0.339211,0.3888555,0.3815825,0.3089137,0.3089302,0.3759466,0.3870083,0.3176268,0.3074522,0.3840982,0.3675932,0.3249861,0.3446714,0.3602895,0.4117705,0.3202851,0.3715989,0.3757393,0.3854365,0.4180559,0.6119433,0.3783226,0.4321289,0.3188407,0.7194618,2.5852613,0.8231523,0.8074476,1.6526394,3.3236517,2.5507961,3.2388133,2.7425171,4.7681945,5.3529065,2.6699903,1.7174568,5.027855,4.485274,2.5669912,3.5044676,3.3467132,3.4271224,4.0403618,2.1064753,4.9859681,2.7462378,4.2681539
4.897387889/478.072732,0.5384412,0.6491815,1.0946632,1.0348865,0.7540672,1.9250618,0.8820953,0.9602579,1.0112563,3.7018116,0.8546131,3.4580177,0.9144021,3.1405876,1.1318139,1.1024706,1.1859794,4.016519,1.2583512,1.5614465,1.2744663,4.7891489,1.6425059,1.1421904,0.5903145,1.034404,0.6858568,0.2421981,0.4497038,0.8647904,0.9376986,2.404598,0.5577125,1.1145616,1.6060825,1.4919691,0.9066155,1.5300543,1.2969284,1.1997465,0.6447157,1.745063,1.2569998,3.8865342,0.6831052,1.7294228,2.3429088,1.4507061,0.2659764,0.3049028,0.2992,0.2422202,0.2422331,0.2947809,0.3034544,0.2490522,0.2410743,0.3011726,0.288231,0.2548226,0.2702579,0.2825041,0.3228706,0.2511366,0.2913718,0.2946184,0.3022219,0.3277989,0.277216,0.5956835,0.3388336,0.250004,1.0481991,1.0644289,0.6181598,0.6836346,0.4688683,1.73622,0.70778,0.9965009,0.5012813,1.8028162,1.3926629,3.3057435,0.7096768,2.4484191,1.2355713,3.6452949,0.8669402,3.3892286,1.1637443,1.0127948,0.2752677,1.6443007,2.0404424,1.2350987
5.666497603/577.0780313,1.48041,0.8714808,1.808226,0.7182073,0.9351665,1.0335974,2.1179354,0.8602291,1.1005676,1.3174082,1.4827308,2.4686487,0.8243554,1.519964,2.1284762,1.2283605,1.708129,1.4357147,1.725849,1.1712206,3.2413669,2.8717105,2.7215769,1.6060071,1.1912891,0.884427,2.043404,0.9807505,2.1118274,1.1397999,1.7870905,2.9722674,1.1718702,2.6465796,2.2237797,1.6262241,1.7199287,1.6775985,1.525773,1.7748536,0.8754095,2.2498372,1.474373,1.5809216,0.9932906,1.9523418,2.7809959,1.1379015,0.275126,0.3153915,0.3094926,0.2505526,0.250566,0.3049214,0.3138933,0.2576196,0.2493673,0.311533,0.2981462,0.2635885,0.2795548,0.2922223,0.3339774,0.2597757,0.3013951,0.3047533,0.5948356,0.3390753,0.2867522,0.3068485,0.3504895,0.2586042,0.8345446,0.9896027,0.6065543,0.817563,2.1593322,0.7863894,1.0115058,0.9470252,1.5591891,1.2929215,1.4399195,1.6794599,1.5735118,0.7023266,1.1032339,2.2746087,1.6769909,0.691402,1.3976841,2.0105538,2.2641773,2.0289928,1.1862245,1.9767203
4.929738554/438.1212224,0.9371183,2.1700459,1.0783125,2.123184,2.1138619,2.6737747,2.5596187,1.0774662,1.6402865,5.4498109,3.1006569,3.0517705,1.7297753,5.9595284,3.017188,2.9328157,3.0695455,7.222462,4.0057783,3.3621236,1.8766386,8.2466694,6.0938965,2.7743482,1.1362457,1.387516,1.7499174,0.974216,2.0172304,2.3978179,1.9370814,3.2468988,2.0630536,4.1377029,2.3167728,2.2025805,1.5176539,3.0508801,3.8655981,2.4709278,1.4359004,4.4968619,2.2983896,4.7370974,1.6592724,4.2284211,1.6409064,2.9911578,0.2701983,0.3097426,0.3039493,0.4727108,0.2460781,0.29946,0.644224,0.2530054,0.2449008,0.3059531,0.2928061,0.2588674,0.2745477,0.6256505,0.3279955,0.2551229,0.2959968,0.6070676,0.6509781,0.3330021,0.5911013,0.3013525,0.8035053,0.71055,0.9829279,2.2948302,0.745851,0.5011486,1.9822413,4.4815135,1.5639736,1.811179,1.4427836,4.0493201,2.3755653,3.7836569,1.4918793,5.3637227,3.0703869,3.3438551,1.8649741,1.6792073,4.1634353,2.5428632,1.5970401,5.3358812,2.4278464,3.2559244
4.590365109/446.0560896,7.7230235,12.6391239,12.7910885,5.0525342,7.3584163,6.2583433,7.8235474,7.3079883,8.6136903,6.3909355,8.4291439,6.082597,7.482243,6.3459119,9.5858111,5.098573,9.0389952,8.2713966,12.5345326,6.8618597,12.0558879,9.6242574,13.0074623,8.361799,9.3419129,9.7046209,7.5124894,5.0487482,7.6517259,1.6567649,7.0740551,5.1102056,3.9360634,2.2581488,8.0000925,4.1422849,7.7634106,12.9945859,9.9577777,5.0756595,1.1640512,6.1665953,11.445337,7.8290268,9.8219749,7.0862069,1.4745389,5.9445822,0.7766666,0.890334,0.8736816,0.7072972,0.7073349,0.8607774,0.8861047,0.7272469,0.7039509,0.8794416,0.8416514,0.7440968,0.7891688,0.8249286,0.9428009,0.7333334,0.8508228,0.8603029,0.8825057,0.957192,0.8094868,0.8662175,0.9894139,0.7300263,4.3218192,10.6624542,5.2317425,4.9226197,7.8056947,5.4440588,3.1530347,4.4650505,8.8289247,4.3528251,6.2993121,7.0088473,9.3519416,6.7913129,5.8863867,8.2483581,1.3131952,11.3506623,7.9721193,4.8539436,8.9294723,9.1268967,9.6848189,5.0932974
5.182481419/472.0825748,3.4205697,3.6450095,5.1164227,6.3635951,3.7258094,7.6903522,3.269529,1.7085183,5.4076916,2.0030104,6.4123727,11.3086013,5.744294,2.0740993,7.6219521,7.6425764,6.759441,2.0195861,7.6742519,2.2747134,1.6560759,2.8073879,7.9899954,3.5366394,4.3624327,3.1168426,4.8185694,2.1405774,3.5874674,5.3954186,7.0061569,7.3544971,3.5911389,3.778215,8.2504732,2.2307105,4.4567783,5.5401664,7.656732,8.0242592,4.5869668,10.8279298,5.4315102,2.5690522,5.8334227,10.1285564,1.1752683,7.9977728,0.2963646,0.3397384,0.3333841,0.2698942,0.2699086,0.32846,0.5939184,0.2775068,0.2686173,0.8833887,0.3211618,0.2839364,0.3011353,0.3147807,0.359759,0.2798293,0.3246615,0.328279,0.3367512,0.3652504,0.3088883,0.3305359,0.3775458,0.2785673,5.1142381,4.5713164,3.1438635,3.8837627,3.1212496,6.0429478,3.4389012,6.3492791,2.8797961,9.5079103,7.5592439,10.5463407,5.5942926,10.3895126,6.8232223,12.9240256,4.504893,12.8338269,8.8401156,7.3041165,4.382409,8.8982014,6.852116,7.4659868
8.661966594/143.0352364,39.17076,36.078383,36.141941,39.530197,31.54125,31.167162,35.008496,35.972056,29.159276,35.193559,19.794267,40.987244,26.5121,32.059059,31.093919,28.997816,29.799308,29.728096,36.458756,33.188671,19.441235,25.87893,28.440065,26.213457,34.420087,38.384969,15.653685,32.607086,11.606404,31.180008,34.954941,35.996528,27.1262,32.618922,32.344307,11.575346,26.406228,15.580396,25.43905,27.358842,30.02461,19.942104,26.444218,30.655942,23.614002,30.635256,27.589013,19.019947,32.27755,45.64896,36.590926,37.131732,22.692474,39.701485,28.094992,29.631337,20.01321,36.580499,31.280822,27.234662,18.137722,33.449403,32.389383,28.655863,5.458574,25.389742,24.731201,23.024531,13.944196,11.827297,14.504542,16.879892,36.945372,39.754064,30.313179,35.025532,28.134714,36.083782,24.22433,31.787878,28.870314,27.622286,34.538199,44.357608,33.089416,31.283986,32.157202,35.433764,28.312015,13.316295,34.410822,27.861016,31.517949,24.676127,30.760127,31.938859
9.306251967/103.0039224,26.823531,20.39187,21.343647,32.887707,27.899832,31.041361,37.9939,31.941504,10.459999,38.907245,30.769172,43.234355,31.432663,36.630523,34.866764,35.809929,32.935581,37.435583,44.724407,35.395572,28.900072,37.556426,32.93202,29.629145,32.478817,24.315767,19.267735,21.240905,31.593715,34.979567,37.17433,36.396461,35.601452,36.450938,36.035808,31.104715,6.636294,35.408237,36.676817,33.960826,36.966014,21.323095,46.282357,48.472833,12.105763,41.060323,36.375497,29.719504,3.422464,9.315834,3.328738,5.19867,6.879022,8.906954,6.938257,6.060828,6.872704,11.710949,8.843025,6.578304,2.296621,9.821198,12.831899,10.618788,7.748962,7.43976,7.808031,6.594194,9.486851,6.457828,6.053885,8.849162,19.945991,19.750294,15.049948,15.288201,28.873122,31.316717,26.367363,31.730093,29.797712,32.658261,30.009471,41.527115,29.208436,30.403457,35.78783,39.278087,11.200671,26.238192,42.231553,34.077603,17.891553,18.259469,36.366079,1.523167
4.764934647/411.1087946,0.524913,0.6598261,1.312219,1.1134819,1.0960027,2.2188178,1.6393465,1.6171433,1.4126272,2.4086849,1.418496,2.0633738,0.5816022,2.2018393,1.9050776,1.4612569,2.2450357,1.6564319,2.5146306,2.0249725,0.5581876,1.6985879,2.3225756,0.836628,0.6956147,0.5536838,0.7208357,0.5349905,0.514568,0.6339442,0.861761,0.9332173,0.5894176,0.6212895,0.6280072,0.6738222,0.5414468,0.8949639,0.7531054,0.2423207,0.4530178,0.3288121,0.9788769,1.0203499,0.4360853,0.7173672,1.0165124,0.6042479,0.2667158,1.1542052,0.6016737,0.2428936,0.4819664,0.8929346,1.4107178,0.5642648,0.4663736,0.7307087,1.5269177,0.255531,1.059145,0.5490336,1.3731303,0.5238379,1.2776442,1.005871,1.6312461,2.0932832,0.4867891,1.2638838,0.8137882,0.7356105,1.9487575,2.0577679,1.7124354,0.8204552,0.6236326,1.9243714,2.3550645,1.0969636,0.9456497,2.0050059,2.1549401,2.6426648,0.819315,2.2669655,2.058192,3.1665224,0.7158267,1.5614088,2.9396275,2.9283621,0.5954628,1.9298687,2.4961803,2.0819252
2.235504058/198.0409463,1.9059998,2.0172743,2.8880818,1.927943,2.7822016,4.4837656,4.5605597,2.384772,3.3206474,4.8280038,4.6949448,2.5045509,2.0981042,6.2841059,4.680648,1.9980195,4.7061855,1.7081566,5.8765416,3.4777475,1.5760943,6.9894888,6.5941375,3.5616666,2.087568,2.678283,2.0737626,0.9568985,2.1040179,3.1867103,3.5305964,1.8589512,2.1370736,4.7982713,5.1745923,3.9271869,1.9498197,3.5685906,5.1429218,2.5028615,2.9604928,4.900147,5.4214832,4.2469418,1.1260033,3.8585577,6.8857054,3.2779462,0.6677112,1.1019324,0.964904,0.8287929,0.9562787,0.9599076,0.8427725,0.7265048,0.8796671,0.9185621,0.8286743,1.1326867,0.90526,1.0774226,0.893159,1.4895513,1.3080041,1.188236,1.1297339,2.3250851,1.8284648,1.427684,1.4072953,1.9447166,1.2764598,3.0744454,1.2976968,1.4936306,2.6768743,4.59067,2.1234096,2.7088543,4.1290571,2.9180096,2.9727198,3.1897518,4.1974476,5.7822749,3.0756137,2.9614882,3.8361685,5.0513031,3.0161163,2.7058891,4.8684426,7.1286147,6.139167,5.173795
2.679924725/563.0064384,0.5738122,1.7093828,0.6898706,0.2778011,0.4353328,0.7685805,0.6600232,0.5202677,0.2014771,0.6860295,0.68046,0.2979549,0.6469986,0.5988246,0.7166329,1.6057875,0.2080461,0.7482978,0.90683,0.3137966,0.5918375,0.8336178,1.8637701,1.1840717,5.5306004,8.8003906,7.2901111,2.9022958,1.6070757,4.2317342,7.9237321,3.2887535,1.5884803,6.546709,5.3969045,4.7125316,2.6003624,4.0563392,7.1767709,3.303842,2.5296154,6.1065102,8.9762774,5.6273289,2.34069,5.5792548,6.9632469,4.6621397,4.1381119,6.296743,8.0735461,4.2921941,3.002475,4.9044717,5.838196,5.0654121,3.6869119,7.5355399,3.9719921,3.1059175,2.1878624,7.1067215,5.1758288,5.2257263,2.6618162,4.6589352,2.7200109,3.6849769,3.9507803,7.3132336,7.7194215,2.5358413,4.7105702,5.1387041,6.3145933,2.2554391,2.5689607,5.6582759,7.213556,3.5456772,2.1896143,4.1366483,4.5295894,6.1271768,2.4115431,3.6878487,6.5451602,5.4582624,3.130327,4.8116664,8.5715389,3.2808917,3.4529315,6.2531169,5.5589812,3.390576
2.686116971/415.129191,1.6404335,1.7964626,2.1194156,3.7791089,2.6959276,1.9567867,1.9711993,1.617916,1.719571,2.3226975,2.6511789,3.0274998,1.639733,2.4044248,2.7059888,6.0517379,2.3090547,2.6000851,2.4050722,4.4535351,1.8378995,2.9906584,4.0211366,3.1484364,2.0693214,1.6684897,1.6560412,1.8748344,1.2348991,3.5636741,2.3010888,3.0176601,1.8532386,2.931496,2.5164872,3.602316,2.0737783,2.7950735,3.1729571,3.6996134,2.5390746,3.388423,2.603987,3.7570479,2.4398249,2.9759844,3.6783455,4.4479431,0.7531423,0.817602,0.7490326,1.6475462,0.9052411,0.7000731,1.4594782,1.0768808,0.6479157,1.0901721,2.1205894,1.0835911,0.5934851,0.6946263,1.5461286,1.2948623,0.5870753,0.7348486,0.8930229,2.7146806,0.6634677,0.7046602,1.0688026,0.9970169,1.3572392,1.7083956,1.311511,1.6140518,1.2075985,1.5889716,2.0809834,3.5211098,1.4462543,2.0936792,2.9593773,3.8914615,1.6246264,1.8951365,2.3350143,3.2600358,2.0205935,2.2659415,2.0907357,2.9254689,2.0541322,1.7248722,2.1003297,3.2039908
8.594926875/360.1237162,6.3046365,4.2819808,6.3614512,5.3109631,5.5675665,3.9633235,3.3386222,9.6973046,3.4649555,3.8138741,3.7653097,8.431172,2.9339022,4.103604,4.5894228,4.3407523,9.9483374,5.884416,4.8033191,4.0574296,2.0806446,3.6104376,5.6431033,2.8072641,4.5315918,4.3657195,4.1317653,6.4250004,4.3531464,4.36239,4.6707796,5.6900567,5.7934931,3.651485,2.8908581,5.2426847,5.3822616,4.0513219,3.4435345,4.6949221,5.1584926,2.1894609,3.1864115,4.2833571,2.9321471,3.9658483,2.4800665,3.7545676,4.6740012,5.1570287,4.2815926,8.5949952,3.6860001,4.6541889,4.1637264,7.5959036,2.2553064,4.1467409,3.8120245,5.6590019,2.1724716,3.5377312,3.70475,6.2154588,0.7408276,3.0235944,3.9089404,4.051069,5.1498253,1.7110842,2.2289533,2.5002495,5.4086152,3.5934097,3.5839826,4.6941704,4.2739847,3.551011,4.7469027,6.0825546,2.7619402,3.7455166,5.2117533,4.4665768,3.1384851,3.4530579,3.1064335,5.1975407,3.420449,1.6110266,4.1961435,5.3111688,4.2506565,2.4526251,3.1442573,6.2794494
1.329549657/188.0355868,2.185655,4.4558267,4.2274563,3.8347859,1.7788946,4.2950183,3.479799,3.1762956,1.6876346,4.1787022,3.4674213,2.8737147,2.3517933,3.6640468,3.7715883,2.3198267,5.2991959,4.5591999,2.7770481,1.8026893,2.2502498,4.9499597,3.0003249,2.4959156,4.622455,4.4924697,4.2012648,4.1181868,4.7273849,4.9083857,3.9021773,4.3022132,5.229219,4.7071703,4.4822781,2.8002276,2.2695949,4.2108883,5.3034411,2.4994715,2.6409929,5.0243709,3.8457828,4.6101813,3.3800215,5.098128,3.6551718,3.015966,0.7182882,0.9405259,0.8233969,0.8563212,0.8417652,1.1067419,1.2466055,0.7743468,0.7365448,1.123033,1.1926288,0.7085118,0.7444113,0.9671825,1.3130983,0.9087191,0.6751591,0.8952858,0.8175666,0.9240951,1.2122941,1.0240802,1.0594701,1.5927703,5.1300204,3.3220408,3.6049665,4.3614524,2.3196701,4.5848114,2.4250165,2.0163236,2.8826762,4.4029454,2.325098,3.1092008,3.074625,4.6937547,2.3128884,2.554394,6.1175236,4.7324958,2.5582658,2.4303651,2.6560683,4.6170824,2.0480574,2.7237799
2.497245127/424.0325913,2.60798,2.1692164,3.854706,3.4372481,1.1936158,2.6300701,2.5515419,1.7987741,1.4135695,3.2596614,2.5897868,3.0291764,1.5670001,2.6076341,2.8935449,1.8501385,0.958601,1.9353182,2.7303227,1.9106738,1.8366238,1.8640588,2.3153615,1.0071461,2.5723228,2.9979738,3.6471377,1.6946096,1.7369881,1.356379,1.9847807,3.4047089,1.2735532,3.2499675,2.1619157,1.4490373,1.3612009,1.372055,1.9427763,1.4508419,0.9506252,2.8515611,4.3904055,2.719193,0.9575389,2.0472287,3.038873,0.9787747,0.2947888,0.3379319,0.3316114,0.4925107,0.5332332,0.3267135,1.1438703,0.999258,0.6768759,0.6670841,0.9341323,0.6982035,0.6705939,0.614464,1.1673389,0.613884,1.2085947,0.7347224,0.9749715,1.5195441,1.318623,0.7255061,1.2057596,1.2230747,1.2500844,1.9245185,1.5931568,1.1586959,1.2713996,1.5522115,1.8154574,0.8520088,1.498083,2.1009877,1.8959335,2.7986332,2.1408896,1.4761495,1.6321684,2.7616845,1.384956,1.9214826,1.9650096,0.7270763,1.3048579,1.7501727,1.8871398,1.3578136
0.929646378/566.4591198,3.748984,4.79394,7.66342,6.568515,5.759559,5.139342,6.406897,5.045289,3.748853,5.297016,6.444213,6.571685,3.533216,4.769231,7.228155,5.797026,5.741487,5.635101,6.560682,4.763222,4.806253,5.637332,7.582004,3.934792,3.522974,5.518115,5.957036,5.953793,4.12604,7.083431,7.298435,7.70904,5.48288,6.470141,7.062953,6.517203,5.570441,6.8437,7.501546,8.143617,6.16318,6.482979,7.384565,8.749081,3.810347,6.225666,6.426385,7.839631,1.170192,1.341453,1.316363,1.065674,1.065731,1.29692,1.335081,1.095732,1.060632,1.325041,1.268104,1.12112,1.189029,1.242908,1.420504,1.104903,1.281922,1.296205,1.329658,1.442187,1.219642,1.305117,1.490735,1.09992,5.044397,6.751407,6.298397,5.213324,3.768245,6.537167,5.23331,6.773637,3.979219,6.392293,5.393967,7.174962,4.264549,6.471025,5.988564,7.229384,5.676125,6.475042,5.807358,6.277523,4.404752,5.679201,4.350985,6.117676
0.964653141/267.1615304,2.519953,3.731989,2.969137,3.496083,2.677858,4.329392,3.810862,1.530207,2.095964,4.870452,3.821701,4.084495,2.895496,4.880312,4.119477,2.216368,2.419132,5.13049,5.473345,3.194191,2.1909,5.765768,5.7006,3.256626,1.981709,3.015018,3.607998,2.404709,2.68161,5.246745,3.45045,4.345087,2.7049,4.508297,4.29288,2.564538,2.372351,3.886308,4.420872,2.454932,2.168259,3.907113,4.912273,4.600692,2.834956,4.114086,4.364584,3.572094,1.917544,3.528378,4.237268,1.610866,1.356289,2.340084,3.866286,1.435676,2.106643,3.11398,2.75445,2.100892,1.872091,2.606178,3.555004,2.607863,2.335293,3.013132,3.77445,2.771995,2.265853,2.466148,3.074005,2.249092,3.995757,3.76149,3.775199,2.535608,3.011373,5.367418,3.707777,2.922092,3.126592,5.655034,4.137483,5.202245,3.484095,5.105071,4.984342,5.53365,4.158749,6.18404,6.033844,3.865402,4.07983,7.030758,6.52951,4.277159
10.08910781/348.0887364,0.5633433,0.7305436,1.1236543,1.2178727,0.6102597,1.2277876,1.4012528,1.6787142,0.7475499,1.1463379,1.1922343,1.4602264,1.2846806,2.2694057,1.8245115,1.2727001,2.3458589,2.0014213,1.9327934,1.3253015,1.5014093,2.7104238,2.8333821,1.7903787,1.5045056,2.1366312,1.4747264,2.2429109,1.8433357,1.9529725,3.0481133,4.9026941,1.8428645,2.1122598,4.4629365,1.7832758,3.1799665,2.1228241,5.5447653,4.533133,1.6927208,2.0386054,4.2273692,7.0526842,2.1397836,2.4984094,5.6125463,5.4560918,0.8572278,1.9437921,2.0415273,1.8632772,3.3334844,3.7524855,4.2191924,1.8104274,4.0824977,3.4561938,4.581007,3.2158807,3.127881,6.099853,6.3948018,3.9307831,2.9703671,7.5306422,2.6874802,5.6658193,4.183381,5.1922019,4.3749672,4.8101329,0.813689,1.5891072,1.5663858,0.9327185,1.6854565,2.2943573,1.9751288,2.8383965,1.3494158,3.7840145,4.2729994,7.2615013,2.0750096,2.7553696,5.0898982,6.4594553,3.049624,3.1137763,6.4192153,4.2674213,3.8986567,3.1527208,6.1966722,5.0943706
2.528536657/240.0464811,0.2928924,0.579429,0.3042023,0.6328169,0.6804203,0.327281,0.6203022,0.7808619,0.3983936,0.3083199,0.295971,0.633905,0.5173228,0.3219292,0.2926966,0.9262579,0.5225508,1.449419,0.8762773,0.6582602,0.4405657,1.2786114,0.889175,0.2557101,2.3352628,1.0148698,1.2061346,3.2327666,1.4195363,0.7466367,2.0243723,3.8454288,1.301141,0.5812888,1.2700093,3.3190142,0.9454193,0.6706722,0.6586173,2.6740714,1.1315487,0.7900336,0.3151519,2.471548,0.6949325,1.2896902,0.2951725,1.2434619,2.4639163,6.548598,1.8002904,1.001971,4.8326789,2.3127826,2.8402942,3.7772713,3.7658248,4.2890509,4.143386,3.094382,4.699087,3.2343244,2.8637217,4.45168,2.1477624,3.6616739,2.1920651,6.6461674,4.8086117,2.9424806,4.0557104,3.1321163,0.6483993,0.2886829,0.6048247,1.6276013,0.7045264,0.6916983,0.7281665,0.9089795,0.9587124,0.8752582,0.3030613,0.7140837,1.4411951,0.6366368,0.7486547,0.7576301,1.3376254,0.5942572,0.7944353,1.0877716,1.0972307,0.8492685,0.2805357,0.7999596
